ID,Name,Manufacturer,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price,Maintenance,actual cost
242,Santro Xing,Hyundai,2007,72000,Petrol,Manual,3,1086,74.0,5,17.0,95000.0,26130,500000
243,City i,Honda,2016,33915,Petrol,Manual,1,1497,117.3,5,17.8,809000.0,36600,1425000
244,X1 sDrive20d,BMW,2014,82002,Diesel,Automatic,1,1995,184.0,5,17.05,1850000.0,350000,5000000
245,Grand i10,Hyundai,2017,33000,Diesel,Manual,1,1120,70.0,5,24.0,475000.0,28000,725000
246,Ciaz 1.3,Maruti,2016,34000,Diesel,Manual,1,1248,88.5,5,28.09,844999.9999999999,32235,1030000
247,Rapid Leisure,Skoda,2012,55000,Diesel,Manual,1,1598,103.6,5,20.5,350000.0,35130,1200000
248,Accent CRDi,Hyundai,2006,160538,Diesel,Manual,1,1493,82.0,5,13.1,180000.0,35000,600000
249,Polo GT,Volkswagen,2014,60000,Diesel,Manual,2,1498,103.6,5,19.91,370000.0,31360,800000
250,Jazz 1.2,Honda,2017,49575,Petrol,Manual,1,1199,88.7,5,18.7,717000.0,32446,900000
251,i10 Era,Hyundai,2010,83000,Petrol,Manual,1,1086,68.05,5,19.81,175000.0,22600,725000
252,Tucson 2.0,Hyundai,2018,51346,Diesel,Automatic,1,1995,183.0,5,16.38,2199000.0,100000,3200000
253,Innova Crysta,Toyota,2017,43000,Diesel,Manual,1,2393,147.8,7,13.68,1864999.9999999998,55000,1999000
254,Omni MPI,Maruti,2011,35000,Petrol,Manual,3,796,35.0,5,19.7,185000.0,25000,650000
255,Swift VXI,Maruti,2017,27872,Petrol,Manual,2,1197,81.8,5,20.4,595000.0,39160,775000
256,Grand i10,Hyundai,2014,16514,Petrol,Manual,1,1197,82.0,5,18.9,375000.0,22600,725000
257,Swift VDI,Maruti,2012,120000,Diesel,Manual,1,1248,74.0,5,22.9,375000.0,39160,775000
258,Verna CRDi,Hyundai,2008,143275,Diesel,Manual,1,1582,126.2,5,22.0,260000.0,37450,1425000
259,Santro Xing,Hyundai,2006,99000,Petrol,Manual,1,1086,74.0,5,0.0,175000.0,26130,500000
260,i20 1.2,Hyundai,2010,52000,Petrol,Manual,1,1197,80.0,5,17.0,280000.0,27500,725000
261,GLE 350d,MercedesBenz,2017,29819,Diesel,Automatic,1,2987,254.79,5,11.57,6129000.0,500000,5500000
262,New C-Class,MercedesBenz,2014,57000,Diesel,Manual,2,2148,170.0,5,15.8,1800000.0,650000,7000000
263,Ritz ZDi,Maruti,2014,88500,Diesel,Manual,1,1248,73.94,5,23.2,434999.99999999994,25000,650000
264,Creta 1.6,Hyundai,2016,28000,Diesel,Manual,1,1582,126.2,5,19.67,1375000.0,38536,1500000
265,A-Star Vxi,Maruti,2010,67000,Petrol,Manual,1,998,66.1,5,19.0,200000.0,20000,400000
266,Duster 110PS,Renault,2016,26000,Diesel,Manual,1,1461,108.45,5,19.64,1000000.0,35700,1250000
267,Grande Punto,Fiat,2010,120000,Diesel,Manual,1,1248,76.0,5,17.8,165000.0,35000,800000
268,X3 xDrive30d,BMW,2017,51982,Diesel,Automatic,1,2993,258.0,5,16.55,4577000.0,375000,6900000
269,i10 Sportz,Hyundai,2010,36000,Petrol,Manual,2,1197,78.9,5,20.36,325000.0,22600,725000
270,Innova 2.5,Toyota,2016,47000,Diesel,Manual,1,2494,102.0,7,12.8,1280000.0,85000,2000000
271,Zen VXI,Maruti,2002,60000,Petrol,Manual,3,993,60.0,5,17.3,55000.00000000001,20000,400000
272,Swift VDI,Maruti,2018,31025,Diesel,Manual,1,1248,74.0,5,28.4,715000.0,39160,775000
273,Scorpio VLX,Mahindra,2013,105000,Diesel,Manual,2,2179,120.0,8,12.05,700000.0,60000,1500000
274,Zest Quadrajet,Tata,2017,121900,Diesel,Manual,1,1248,74.0,5,22.95,375000.0,30000,800000
275,EcoSport 1.0,Ford,2017,22695,Petrol,Manual,1,999,123.24,5,18.88,850000.0,35924,1100000
276,Swift Dzire,Maruti,2012,73000,Diesel,Manual,1,1248,74.0,5,23.4,434999.99999999994,39160,850000
277,Alto 800,Maruti,2016,32227,Petrol,Manual,1,796,47.3,5,22.74,326000.0,20000,400000
278,City 1.5,Honda,2011,55000,Petrol,Manual,1,1497,118.0,5,17.0,421000.0,36600,1425000
279,Q7 3.0,Audi,2018,11287,Diesel,Automatic,1,2967,241.4,7,12.07,7036000.0,345000,8000000
280,Laura 1.9,Skoda,2009,48000,Diesel,Automatic,2,1896,105.0,5,17.0,295000.0,75000,1700000
281,Verna 1.6,Hyundai,2012,54308,Petrol,Manual,1,1591,121.3,5,17.1,428000.0,33350,1425000
282,City 1.5,Honda,2009,78442,Petrol,Automatic,1,1497,118.0,5,16.8,357000.0,36600,1425000
283,i20 Magna,Hyundai,2013,46000,Diesel,Manual,1,1396,88.8,5,21.9,311000.0,27500,725000
284,i20 Sportz,Hyundai,2014,45051,Petrol,Automatic,1,1396,98.6,5,15.0,596000.0,27500,725000
285,Vento Diesel,Volkswagen,2011,69000,Diesel,Manual,1,1598,103.6,5,20.54,470000.0,35484,1300000
286,City i,Honda,2014,49000,Petrol,Manual,1,1497,117.3,5,17.4,690000.0,36600,1425000
287,Zest Quadrajet,Tata,2018,45000,Diesel,Manual,1,1248,74.0,5,22.95,525000.0,30000,800000
288,5 Series,BMW,2015,64000,Diesel,Automatic,1,1995,177.0,5,18.48,2800000.0,500000,7200000
289,Wagon R,Maruti,2009,60000,Petrol,Manual,1,1061,67.0,5,18.9,135000.0,27670,750000
290,Jazz VX,Honda,2015,62178,Petrol,Manual,1,1199,88.7,5,18.2,484999.99999999994,32446,900000
291,Jetta 2007-2011,Volkswagen,2012,58006,Diesel,Manual,1,1896,105.0,5,15.0,670000.0,65000,1800000
292,i10 Magna,Hyundai,2010,74000,Petrol,Manual,1,1197,78.9,5,20.36,310000.0,22600,725000
293,New C-Class,MercedesBenz,2015,77771,Diesel,Automatic,1,2143,170.0,5,19.27,1864000.0,650000,7000000
294,i10 Magna,Hyundai,2012,45275,Petrol,Manual,1,1197,78.9,5,20.36,280000.0,22600,725000
295,Innova Crysta,Toyota,2016,48000,Diesel,Manual,1,2393,147.8,7,13.68,2025000.0,55000,1999000
296,A6 2011-2015,Audi,2015,31652,Diesel,Automatic,1,1968,174.33,5,17.68,2678000.0,350000,6500000
297,Innova 2.5,Toyota,2010,109000,Diesel,Manual,2,2494,100.6,7,12.99,826000.0,85000,2000000
298,Polo Petrol,Volkswagen,2015,31978,Petrol,Manual,1,1198,73.9,5,16.47,389000.0,31360,800000
299,Alto K10,Maruti,2011,70000,Petrol,Manual,1,998,67.1,5,20.92,210000.0,20000,400000
300,City i-VTEC,Honda,2017,15000,Petrol,Automatic,1,1497,117.3,5,18.0,1269000.0,36600,1425000
301,Indigo LX,Tata,2013,59138,Diesel,Manual,1,1405,70.0,5,17.0,258000.0,30000,600000
302,A6 2011-2015,Audi,2014,61726,Diesel,Automatic,1,1968,174.33,5,17.68,2077000.0,350000,6500000
303,GLA Class,MercedesBenz,2015,48000,Diesel,Automatic,1,2143,136.0,5,17.9,2026000.0000000002,500000,5500000
304,Santro Xing,Hyundai,2006,58000,Petrol,Manual,2,1086,74.0,5,0.0,150000.0,26130,500000
305,Swift VDI,Maruti,2011,60020,Diesel,Manual,1,1248,74.0,5,17.8,250000.0,39160,775000
306,Celerio VXI,Maruti,2014,77815,Petrol,Automatic,1,998,67.04,5,23.1,425000.0,27930,620000
307,GLE 250d,MercedesBenz,2017,29000,Diesel,Automatic,1,2143,201.15,5,17.9,5700000.0,500000,5500000
308,Rover Range,Land,2017,44000,Diesel,Automatic,1,2179,187.7,5,12.7,4400000.0,300000,6800000
309,Vento Diesel,Volkswagen,2011,108626,Diesel,Manual,1,1598,103.6,5,20.54,365000.0,35484,1300000
310,Omni 8,Maruti,2012,71791,Petrol,Manual,1,796,35.0,5,14.0,204999.99999999997,25000,650000
311,Brio 1.2,Honda,2012,91931,Petrol,Manual,1,1198,86.8,5,18.5,313000.0,25000,500000
312,Sumo Delux,Tata,2000,158000,Diesel,Manual,2,2956,83.1,7,14.07,150000.0,25000,700000
313,Indica Vista,Tata,2012,91183,Diesel,Manual,1,1248,75.0,5,18.0,285000.0,25000,500000
314,Wagon R,Maruti,2012,65000,Petrol,Manual,1,998,67.1,5,18.9,265000.0,27670,750000
315,XUV500 W8,Mahindra,2015,88428,Diesel,Manual,1,2179,140.0,7,16.0,1060000.0,37637,1600000
316,Indigo LS,Tata,2008,138000,Diesel,Manual,2,1396,70.0,5,17.1,125000.0,30000,600000
317,Ertiga Paseo,Maruti,2018,18000,Petrol,Manual,1,1373,93.7,7,16.02,825000.0,31750,1050000
318,Accord 2.4,Honda,2011,60000,Petrol,Automatic,1,2354,177.6,5,11.7,445000.0,160000,4600000
319,Swift Dzire,Maruti,2012,48000,Diesel,Manual,1,1248,73.9,5,19.3,370000.0,39160,850000
320,Fiesta EXi,Ford,2009,160000,Diesel,Manual,1,1399,68.0,5,17.8,280000.0,35000,900000
321,City ZX,Honda,2008,40000,Petrol,Manual,1,1497,78.0,5,17.7,180000.0,36600,1425000
322,A6 2011-2015,Audi,2014,51495,Diesel,Automatic,1,1968,174.33,5,17.68,2195000.0,350000,6500000
323,6 Series,BMW,2011,30000,Diesel,Automatic,1,2993,313.0,4,9.52,4900000.0,525000,7800000
324,Q7 45,Audi,2017,97430,Diesel,Automatic,1,2967,245.0,7,14.75,6267000.0,345000,8000000
325,Zen Estilo,Maruti,2008,42496,CNG,Manual,1,998,67.1,5,26.3,140000.0,20000,400000
326,i20 1.4,Hyundai,2012,83000,Diesel,Manual,1,1396,90.0,5,23.0,550000.0,27500,725000
327,i10 Sportz,Hyundai,2009,37000,Petrol,Automatic,3,1197,78.9,5,16.95,295000.0,22600,725000
328,Jazz 1.2,Honda,2016,28503,Petrol,Automatic,1,1199,88.7,5,19.0,686000.0,32446,900000
329,Swift VDI,Maruti,2015,76496,Diesel,Manual,1,1248,74.0,5,25.2,615000.0,39160,775000
330,i20 Asta,Hyundai,2011,79152,Petrol,Manual,2,1197,82.85,5,18.5,330000.0,27500,725000
331,Polo Petrol,Volkswagen,2011,32000,Petrol,Manual,1,1198,73.9,5,16.47,254999.99999999997,31360,800000
332,Alto LXi,Maruti,2009,35000,Petrol,Manual,1,796,46.3,5,19.7,150000.0,20000,400000
333,Corolla H4,Toyota,2004,105000,Petrol,Automatic,2,1794,125.0,5,11.3,250000.0,50000,1600000
334,Alto LXi,Maruti,2006,56000,Petrol,Manual,2,796,46.3,5,19.7,140000.0,20000,400000
335,Manza ELAN,Tata,2012,73000,Diesel,Manual,1,1248,88.8,5,21.12,340000.0,30000,600000
336,Alto LXi,Maruti,2012,38000,Petrol,Manual,1,796,46.3,5,19.7,225000.0,20000,400000
337,Octavia Ambition,Skoda,2013,775000,Diesel,Automatic,1,1968,141.0,5,19.3,750000.0,140000,3000000
338,Corolla H4,Toyota,2008,80000,Petrol,Automatic,1,1794,125.0,5,11.3,280000.0,50000,1600000
339,i20 Asta,Hyundai,2016,24973,Petrol,Manual,1,1197,81.83,5,18.6,766000.0,27500,725000
340,Vitara Brezza,Maruti,2016,45000,Diesel,Manual,1,1248,88.5,5,24.3,715000.0,39170,1125000
341,City 1.5,Honda,2010,87430,Petrol,Manual,1,1497,118.0,5,17.0,350000.0,36600,1425000
342,Indica Vista,Tata,2014,133944,Diesel,Manual,2,1248,75.0,5,18.0,350000.0,25000,500000
343,Amaze S,Honda,2013,57000,Diesel,Manual,1,1498,98.6,5,25.8,345000.0,42830,889000
344,EON D,Hyundai,2016,27904,Petrol,Manual,1,814,55.2,5,21.1,355000.0,25000,400000
345,3 Series,BMW,2015,30717,Diesel,Automatic,2,1995,190.0,5,21.76,2599000.0,450000,5500000
346,Verna 1.6,Hyundai,2012,80000,Diesel,Manual,1,1582,126.32,5,22.32,525000.0,37450,1425000
347,Manza Club,Tata,2013,47304,Diesel,Manual,1,1248,88.8,5,21.02,290000.0,30000,600000
348,Octavia RS,Skoda,2005,100000,Petrol,Automatic,1,1984,227.0,5,14.45,204999.99999999997,140000,3000000
349,Alto K10,Maruti,2017,30000,Petrol,Manual,1,998,67.1,5,24.07,375000.0,20000,400000
350,Ecosport 1.5,Ford,2014,68000,Diesel,Manual,1,1498,89.84,5,22.7,675000.0,47435,1100000
351,Spark 1.0,Chevrolet,2011,21000,Petrol,Manual,2,995,62.0,5,18.0,95000.0,17000,450000
352,XF 2.0,Jaguar,2017,21000,Diesel,Automatic,1,1999,177.0,5,19.33,5200000.0,350000,6200000
353,CR-V RVi,Honda,2007,119000,Petrol,Manual,3,1997,141.1,5,13.1,391000.0,140000,3000000
354,Superb L&K,Skoda,2019,13747,Petrol,Automatic,1,1798,177.46,5,14.67,2730000.0,250000,5400000
355,i10 Magna,Hyundai,2009,620000,Petrol,Manual,1,1197,78.9,5,20.36,270000.0,22600,725000
356,Swift LDI,Maruti,2013,70000,Diesel,Manual,1,1248,74.0,5,22.9,350000.0,39160,775000
357,Swift Dzire,Maruti,2016,18000,Petrol,Automatic,1,1197,83.14,5,18.5,620000.0,39160,850000
358,Micra Diesel,Nissan,2011,83000,Diesel,Manual,1,1461,63.1,5,23.08,275000.0,25000,700000
359,Swift Dzire,Maruti,2015,130000,Diesel,Manual,1,1248,74.0,5,23.4,325000.0,39160,850000
360,Fiesta Classic,Ford,2012,63400,Diesel,Manual,1,1399,67.0,5,17.8,325000.0,35000,900000
361,Zen LX,Maruti,2003,65000,Petrol,Manual,1,993,60.0,5,17.3,65000.0,20000,400000
362,Clubman Cooper,Mini,2017,8350,Petrol,Manual,1,1998,192.0,5,13.8,3500000.0,300000,4200000
363,Etios GD,Toyota,2014,45000,Diesel,Manual,1,1364,67.05,5,23.59,325000.0,25000,700000
364,Alto 800,Maruti,2018,26200,Petrol,Manual,1,796,47.3,5,24.7,290000.0,20000,400000
365,Alto VXi,Maruti,2011,11000,Petrol,Manual,3,796,47.0,5,18.9,290000.0,20000,400000
366,X5 3.0d,BMW,2009,90000,Diesel,Automatic,2,2993,235.0,5,11.0,1775000.0,525000,9500000
367,Teana XV,Nissan,2015,74000,Petrol,Automatic,2,2496,179.5,5,11.07,825000.0,125000,2400000
368,Grand i10,Hyundai,2015,37081,Petrol,Automatic,1,1197,82.0,5,18.9,577000.0,22600,725000
369,Vitara Brezza,Maruti,2017,39000,Diesel,Manual,1,1248,88.5,5,24.3,949000.0,39170,1125000
370,Q7 3.0,Audi,2008,99000,Diesel,Automatic,3,2967,241.4,7,12.07,1295000.0,345000,8000000
371,GLA Class,MercedesBenz,2015,38000,Diesel,Automatic,1,2143,136.0,5,17.9,2000000.0,500000,5500000
372,800 AC,Maruti,2007,72000,Petrol,Manual,3,796,37.0,4,16.1,100000.0,20000,400000
373,Duster 85PS,Renault,2015,93000,Diesel,Manual,2,1461,83.8,5,20.45,710000.0,35700,1250000
374,Corolla Altis,Toyota,2017,5900,Diesel,Manual,1,1364,87.2,5,21.43,1650000.0,50000,1600000
375,New C-Class,MercedesBenz,2014,25000,Diesel,Manual,1,2148,170.0,5,15.8,2600000.0,650000,7000000
376,Ritz VDi,Maruti,2010,68000,Diesel,Manual,2,1248,73.9,5,21.1,320000.0,25000,650000
377,BRV i-VTEC,Honda,2017,35676,Petrol,Automatic,1,1497,117.3,7,16.0,948000.0,65000,1200000
378,Xcent 1.1,Hyundai,2015,74310,Diesel,Manual,1,1120,71.0,5,24.4,400000.0,25000,700000
379,E-Class 2009-2013,MercedesBenz,2014,59364,Diesel,Automatic,1,2143,203.0,5,14.21,2650000.0,600000,8000000
380,B Class,MercedesBenz,2014,41380,Petrol,Automatic,2,1595,120.7,5,14.8,1177000.0,200000,3200000
381,E-Class 2015-2017,MercedesBenz,2017,33900,Diesel,Automatic,1,2143,204.0,5,15.0,3700000.0,600000,8000000
382,City i,Honda,2016,28000,Petrol,Manual,1,1497,117.3,5,17.8,875000.0,36600,1425000
383,Santro Xing,Hyundai,2007,50958,Petrol,Manual,1,1086,74.0,5,17.0,195000.0,26130,500000
384,City 1.5,Honda,2011,93982,Petrol,Manual,1,1497,118.0,5,17.0,375000.0,36600,1425000
385,Verna Transform,Hyundai,2010,95000,Petrol,Manual,1,1599,103.2,5,16.2,250000.0,33350,1425000
386,XE Portfolio,Jaguar,2017,9000,Petrol,Automatic,1,1999,246.74,5,13.5,3450000.0,250000,4700000
387,Amaze S,Honda,2015,52516,Petrol,Manual,1,1198,86.7,5,18.0,465000.00000000006,30310,889000
388,Cooper Convertible,Mini,2015,20000,Petrol,Automatic,1,1598,122.0,4,18.86,3200000.0,350000,4500000
389,S Class,MercedesBenz,2017,56451,Diesel,Automatic,1,2987,282.0,5,13.5,6281000.0,1000000,18000000
390,EON Magna,Hyundai,2014,37000,Petrol,Manual,1,814,55.2,5,21.1,325000.0,25000,400000
391,Wagon R,Maruti,2014,17400,Petrol,Manual,1,998,67.04,5,20.51,310000.0,27670,750000
392,Ritz LDi,Maruti,2011,90207,Diesel,Manual,1,1248,73.9,5,21.1,391000.0,25000,650000
393,3 Series,BMW,2011,89616,Diesel,Automatic,1,1995,181.0,5,16.07,1100000.0,450000,5500000
394,Xenon XT,Tata,2014,85000,Diesel,Manual,1,2179,138.03,5,13.49,350000.0,35000,1000000
395,A3 35,Audi,2014,79271,Diesel,Automatic,1,1968,143.0,5,20.38,1650000.0,225000,3300000
396,Rover Range,Land,2012,56000,Diesel,Automatic,1,2179,187.7,5,12.7,3000000.0,1600000,30000000
397,GL-Class 2007,MercedesBenz,2010,85001,Diesel,Automatic,2,2987,224.0,7,12.0,2800000.0,500000,5500000
398,Pajero Sport,Mitsubishi,2018,12000,Diesel,Automatic,1,2477,175.56,7,13.5,2800000.0,200000,3000000
399,Alto LX,Maruti,2010,125000,Petrol,Manual,1,796,46.3,5,19.7,92000.0,20000,400000
400,Wagon R,Maruti,2013,53000,Petrol,Manual,1,1061,64.0,5,14.0,275000.0,27670,750000
401,Rover Range,Land,2017,34990,Diesel,Automatic,1,2179,187.7,5,12.7,5383000.0,1600000,30000000
402,Verna 1.6,Hyundai,2011,49768,Petrol,Manual,2,1591,121.3,5,17.01,495000.0,33350,1425000
403,5 Series,BMW,2013,56000,Diesel,Automatic,1,2993,218.0,5,16.73,3350000.0,500000,7200000
404,XF Diesel,Jaguar,2013,75000,Diesel,Automatic,1,2993,270.9,5,14.74,2795000.0,350000,6200000
405,Superb Elegance,Skoda,2010,57000,Petrol,Automatic,1,1798,157.75,5,13.7,725000.0,250000,5400000
406,Q3 35,Audi,2017,37542,Diesel,Automatic,1,1968,174.33,5,15.73,2571000.0,225000,3500000
407,Rover Range,Land,2014,95649,Diesel,Automatic,1,2179,187.7,5,12.7,2967000.0,1600000,30000000
408,New C-Class,MercedesBenz,2013,35299,Diesel,Automatic,1,2143,170.0,5,14.84,1900000.0,650000,7000000
409,Scorpio S10,Mahindra,2017,28464,Diesel,Manual,1,2179,120.0,7,15.4,1305000.0,60000,1500000
410,3 Series,BMW,2015,41000,Diesel,Automatic,1,1995,190.0,5,21.76,2550000.0,450000,5500000
411,BR-V i-VTEC,Honda,2017,9000,Petrol,Manual,1,1497,117.3,7,15.4,850000.0,65000,1200000
412,S80 2006-2013,Volvo,2010,92098,Diesel,Automatic,2,2400,215.0,5,16.0,725000.0,200000,4700000
413,Accent GLE,Hyundai,2005,5834,Petrol,Manual,1,1495,94.0,5,13.2,80000.0,30000,600000
414,i20 Active,Hyundai,2017,40250,Petrol,Manual,1,1197,81.86,5,17.19,690000.0,27500,725000
415,GLC 43,MercedesBenz,2018,22397,Petrol,Automatic,1,2996,367.0,5,11.5,7098999.999999999,500000,5500000
416,EON Magna,Hyundai,2015,20800,Petrol,Manual,2,814,55.2,5,21.1,225000.0,25000,400000
417,Grand i10,Hyundai,2018,40322,Petrol,Manual,1,1197,81.86,5,18.9,550000.0,22600,725000
418,City 1.5,Honda,2013,52576,Petrol,Manual,1,1493,100.0,5,13.0,434999.99999999994,36600,1425000
419,Polo Petrol,Volkswagen,2010,55000,Petrol,Manual,1,1198,73.9,5,16.47,225000.0,31360,800000
420,A6 35,Audi,2016,47000,Petrol,Automatic,1,1798,187.74,5,15.26,2450000.0,375000,6500000
421,Jetta 2007-2011,Volkswagen,2010,42021,Diesel,Manual,1,1968,74.0,5,0.0,545000.0,65000,1800000
422,Creta 1.6,Hyundai,2017,23163,Petrol,Manual,1,1591,121.3,5,15.29,1203000.0,38536,1500000
423,New C-Class,MercedesBenz,2011,50000,Petrol,Automatic,2,1796,186.0,5,11.74,850000.0,650000,7000000
424,Cooper Convertible,Mini,2014,11900,Petrol,Automatic,1,1998,189.08,4,16.82,2850000.0,350000,4500000
425,Santro Xing,Hyundai,2006,108000,Petrol,Manual,2,1086,74.0,5,17.0,120000.0,26130,500000
426,Etios VD,Toyota,2013,37000,Diesel,Manual,1,1364,67.04,5,23.59,575000.0,25000,700000
427,Brio S,Honda,2014,30000,Petrol,Manual,2,1198,86.8,5,19.4,320000.0,25000,500000
428,Baleno Alpha,Maruti,2018,12831,Petrol,Automatic,1,1197,83.1,5,21.4,989000.0,32000,825000
429,Laura Ambiente,Skoda,2012,143017,Diesel,Automatic,1,1968,138.1,5,20.0,658000.0,75000,1700000
430,EON Era,Hyundai,2018,13102,Petrol,Manual,1,814,55.2,5,21.1,405999.99999999994,25000,400000
431,Captur 1.5,Renault,2019,24950,Diesel,Manual,1,1461,108.45,5,20.37,1337000.0,60000,1200000
432,5 Series,BMW,2011,57832,Diesel,Automatic,1,2993,258.0,5,16.2,2582000.0,500000,7200000
433,Alto 800,Maruti,2016,34267,Petrol,Manual,1,796,47.3,5,22.74,374000.0,20000,400000
434,V40 D3,Volvo,2015,33000,Diesel,Automatic,2,1984,150.0,5,16.8,2200000.0,120000,3000000
435,Wagon R,Maruti,2007,55100,Petrol,Manual,1,998,67.1,5,18.9,145000.0,27670,750000
436,City ZX,Honda,2008,40000,Petrol,Manual,1,1497,78.0,5,17.7,200000.0,36600,1425000
437,Eeco 5,Maruti,2017,31841,CNG,Manual,1,1196,73.0,5,15.1,470000.0,25000,600000
438,Enjoy 1.4,Chevrolet,2014,15000,Petrol,Manual,1,1399,98.79,8,13.7,375000.0,25000,700000
439,Bolero ZLX,Mahindra,2016,82756,Diesel,Manual,1,2523,62.1,7,15.96,770000.0,40000,1000000
440,Santro GLS,Hyundai,2012,50243,Petrol,Manual,1,1086,74.0,5,0.0,335000.0,26130,500000
441,EON D,Hyundai,2014,20600,Petrol,Manual,1,814,55.2,5,21.1,260000.0,25000,400000
442,Creta 1.6,Hyundai,2017,29952,Petrol,Automatic,1,1591,121.3,5,13.0,1377000.0,38536,1500000
443,Vento 1.6,Volkswagen,2017,15000,Petrol,Manual,2,1598,103.5,5,16.09,710000.0,35484,1300000
444,Civic 2006-2010,Honda,2008,61938,Petrol,Automatic,2,1799,130.0,5,12.9,265000.0,36600,1425000
445,Indica Vista,Tata,2014,67000,Diesel,Manual,1,1248,74.0,5,22.3,250000.0,25000,500000
446,XUV500 W8,Mahindra,2013,61672,Diesel,Manual,1,2179,140.0,7,16.0,753000.0,37637,1600000
447,i20 1.2,Hyundai,2017,26185,Petrol,Manual,1,1197,81.83,5,18.6,798000.0,27500,725000
448,Q5 30,Audi,2014,38000,Diesel,Automatic,2,1968,174.3,5,14.16,3900000.0,310000,6000000
449,Ritz VXi,Maruti,2011,67000,Petrol,Manual,2,1197,85.8,5,18.5,225000.0,25000,650000
450,Cedia Sports,Mitsubishi,2010,66000,Petrol,Manual,2,1999,114.0,5,13.17,385000.0,40000,1000000
451,Innova 2.5,Toyota,2015,80883,Diesel,Manual,1,2494,102.0,7,12.8,1350000.0,85000,2000000
452,Celerio LDi,Maruti,2016,80219,Diesel,Manual,1,793,47.0,5,27.62,350000.0,27930,620000
453,S-Cross Delta,Maruti,2018,12923,Diesel,Manual,1,1248,88.5,5,25.1,892000.0,50000,1200000
454,Q3 35,Audi,2016,86642,Diesel,Automatic,1,1968,181.0,5,15.17,2037000.0,225000,3500000
455,3 Series,BMW,2016,19235,Diesel,Automatic,1,1995,190.0,5,21.76,3650000.0,450000,5500000
456,Q7 4.2,Audi,2016,51002,Diesel,Automatic,1,4134,335.2,7,11.33,4891000.0,345000,8000000
457,i20 2015-2017,Hyundai,2016,6800,Petrol,Manual,1,1197,81.83,5,18.6,720000.0,27500,725000
458,Duster 110PS,Renault,2012,82749,Diesel,Manual,1,1461,108.45,5,19.01,599000.0,35700,1250000
459,Xcent 1.1,Hyundai,2016,51000,Diesel,Manual,1,1120,71.0,5,24.4,525000.0,25000,700000
460,Ecosport 1.5,Ford,2014,31465,Diesel,Manual,1,1498,89.84,5,22.7,650000.0,47435,1100000
461,Polo Petrol,Volkswagen,2013,76476,Petrol,Manual,1,1198,73.9,5,16.47,440000.00000000006,31360,800000
462,Grand i10,Hyundai,2017,14000,Diesel,Manual,1,1120,70.0,5,24.0,459999.99999999994,28000,725000
463,Manza Aqua,Tata,2013,47000,Diesel,Manual,1,1248,88.8,5,21.12,295000.0,30000,600000
464,City 1.5,Honda,2011,48466,Petrol,Manual,1,1497,118.0,5,17.0,326000.0,36600,1425000
465,Santro Xing,Hyundai,2008,46000,Petrol,Manual,2,1086,62.1,5,17.92,222000.00000000003,26130,500000
466,Innova 2.5,Toyota,2012,162663,Diesel,Manual,1,2494,100.0,7,12.99,1050000.0,85000,2000000
467,Ciaz 1.3,Maruti,2017,25142,Diesel,Manual,1,1248,88.5,5,28.09,826000.0,32235,1030000
468,Fortuner 4x4,Toyota,2013,69000,Diesel,Manual,1,2982,169.0,7,12.55,1445000.0,180000,4500000
469,Fiesta 1.6,Ford,2009,80524,Petrol,Manual,2,1596,74.0,5,15.3,250000.0,35000,900000
470,E-Class E,MercedesBenz,2018,26405,Petrol,Automatic,1,1950,191.34,5,12.6,5143000.0,600000,8000000
471,New C-Class,MercedesBenz,2014,45000,Diesel,Manual,1,2148,170.0,5,15.8,2300000.0,650000,7000000
472,Yeti Ambition,Skoda,2012,64284,Diesel,Manual,1,1968,108.49,5,17.72,550000.0,80000,2200000
473,Grand i10,Hyundai,2015,27000,Petrol,Manual,1,1197,82.0,5,18.9,450000.0,22600,725000
474,Figo 2015-2019,Ford,2018,3678,Petrol,Manual,1,1196,86.8,5,18.16,680000.0,34697,700000
475,Octavia Ambition,Skoda,2013,21000,Petrol,Manual,1,1395,138.02,5,16.8,875000.0,140000,3000000
476,Duster 85PS,Renault,2015,67000,Diesel,Manual,2,1461,83.8,5,19.87,700000.0,35700,1250000
477,Rover Range,Land,2015,24000,Diesel,Automatic,2,1999,177.0,5,15.68,3350000.0,300000,6800000
478,Figo Diesel,Ford,2011,75000,Diesel,Manual,2,1399,68.0,5,20.0,225000.0,34697,700000
479,Endeavour Hurricane,Ford,2008,179000,Diesel,Automatic,2,2953,156.0,7,12.8,424000.0,1500000,3600000
480,Fortuner 4x4,Toyota,2017,47198,Diesel,Manual,1,2982,168.5,7,12.55,2842000.0,180000,4500000
481,Polo Diesel,Volkswagen,2012,52000,Diesel,Manual,1,1199,73.9,5,22.07,275000.0,31360,800000
482,Ritz VDi,Maruti,2011,91000,Diesel,Manual,1,1248,73.94,5,23.2,300000.0,25000,650000
483,Micra Diesel,Nissan,2013,60000,Diesel,Manual,1,1461,63.1,5,23.08,355000.0,25000,700000
484,Verna 1.6,Hyundai,2013,37873,Diesel,Manual,1,1582,126.32,5,22.32,480000.0,37450,1425000
485,5 Series,BMW,2011,31000,Petrol,Automatic,1,2497,150.0,5,10.8,1350000.0,500000,7200000
